"#","Game","Release date","Price","Score rank(Userscore / Metascore)","Owners","Playtime (Median)","Developer(s)","Publisher(s)"
"181","Tank Force","Oct 23, 2017","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Extreme Developers","Extreme Developers"
"187","Might & Magic Heroes Online","Nov 24, 2015","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Blue Byte","Ubisoft"
"193","Cannons Lasers Rockets","Feb 4, 2014","N/A","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Net Games Laboratory","Net Games Distribution LTD"
"215","Agents of Aggro City Online","Jan 5, 2018","N/A","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Starlight Studios","U Game Me"
"227","Pixel Worlds: MMO Sandbox","Jun 8, 2017","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Kukouri Mobile Entertainment","Kukouri Mobile Entertainment"
"230","METRO CONFLICT: THE ORIGIN","Dec 13, 2017","N/A","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","RED DUCK, INC.","RED DUCK, INC."
"236","Metal Reaper Online","Sep 16, 2015","N/A","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","N2Games","Sesisoft, JC Planet"
"267","Wrecked","May 21, 2018","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Marco Amadei","Corvostudio di Amadei Marco"
"361","CarX Drift Racing Online","Nov 17, 2017","$14.99","N/A (N/A)","200,000 .. 500,000","06:37 (03:18)","CarX Technologies","CarX Technologies"
"368","NosTale","Sep 18, 2017","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Entwell Co., Ltd.","Gameforge 4D GmbH"
"369","StarBreak","May 10, 2016","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Crunchy Games","Crunchy Games"
"370","Warfare Online","May 8, 2017","N/A","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Con Artist Games","Con Artist Games"
"371","CABAL Online","Feb 17, 2016","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","ESTgames Corp.","ESTsoft Inc."
"374","P.A.S.","Aug 8, 2018","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Eforb","Eforb"
"380","The Isle","Dec 1, 2015","$19.99","N/A (N/A)","200,000 .. 500,000","03:54 (03:54)","Afterthought LLC","Afterthought LLC"
"386","Will To Live Online","Apr 5, 2018","Free","N/A (N/A)","200,000 .. 500,000","06:03 (04:01)","AlphaSoft LLC","AlphaSoft LLC"
"392","Metal War Online: Retribution","Dec 2015","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","GDT Limited","GDT Limited"
"395","Heaven Forest - VR MMO","Dec 14, 2016","$0.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Fabio Ferrara","Chubby Pixel"
"396","Fiesta Online NA","Feb 1, 2008","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Onson Soft","gamigo AG"
"417","Lords of Kingdoms","Jun 15, 2018","$4.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","ThankGame.com","ThankGame.com"
"433","Foxhole","Jul 27, 2017","$19.99","N/A (N/A)","200,000 .. 500,000","00:42 (00:14)","Clapfoot","Clapfoot"
"440","AXYOS","Aug 1, 2018","$4.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Axyos Games","Axyos Games"
"442","Wizard101","Sep 2, 2008","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","KingsIsle Entertainment","KingsIsle Entertainment"
"444","King’s Bounty: Legions","Dec 10, 2013","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Nival","Nival"
"446","Twin Saga","Sep 1, 2017","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","X-Legend","Aeria Games"
"448","AltspaceVR—The Social VR App","Mar 31, 2016","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","AltspaceVR, Inc.","AltspaceVR, Inc."
"449","POLYWAR","Dec 30, 2016","$4.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","exagongames","New Reality Games"
"450","Ashes of Creation Apocalypse","Sep 24, 2019","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Intrepid Studios, Inc.","Intrepid Studios, Inc."
"489","Meadow","Oct 26, 2016","$4.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Might and Delight","Might and Delight"
"492","Hero Zero","Jul 5, 2016","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Playata GmbH","European Games Group AG"
"493","Bit Heroes","Dec 13, 2017","Free","N/A (N/A)","200,000 .. 500,000","24:27 (08:09)","Juppiomenz","Kongregate"
"495","Warspear Online","Nov 2, 2017","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","AIGRIND","AIGRIND"
"496","World of Soccer online","Aug 26, 2015","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Johannes Eski","Johannes Eski"
"497","Professional Fishing","Nov 30, 2018","Free","N/A (N/A)","200,000 .. 500,000","04:05 (01:21)","MasterCode, Dueking","Ultimate Games S.A."
"500","Heroes of Scene","Aug 26, 2015","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Icy Donut","Icy Donut"
"504","Karos","Dec 24, 2014","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Galaxy Gate","NIKITA ONLINE"
"524","OneScreen Wagons","Oct 27, 2017","$0.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Anti-Ded GameDev","Anti-Ded GameDev"
"544","Armored Warfare","Oct 8, 2015","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Obsidian Entertainment, MY.GAMES","MY.GAMES"
"550","Florensia","Nov 29, 2016","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","AHA Entertainment","Giiku Games"
"586","Eldevin","Nov 5, 2014","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Hunted Cow Studios","Hunted Cow Studios"
"589","LoveBeat","Jan 13, 2016","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","CRAZYDIAMOND CO., LTD.","CRAZYDIAMOND CO., LTD."
"590","Zeus' Battlegrounds","Sep 28, 2018","N/A","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Industry Games","Industry Games"
"594","TDP4:Team Battle","Mar 12, 2015","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","JAVELIN OÜ","JAVELIN OÜ"
"597","Just Survive Test Server","Apr 16, 2015","N/A","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Daybreak Games","Daybreak Games"
"640","PixARK","May 31, 2019","$23.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Snail Games USA","Snail Games USA"
"644","Project Genom","Oct 11, 2016","N/A","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","NeuronHaze","NeuronHaze"
"689","Tree of Life","Aug 17, 2017","$7.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","oddonegames","oddonegames"
"693","Steel Circus","Aug 8, 2019","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Iron Mountain Interactive","Oasis Games Limited"
"695","KUBOOM","Oct 7, 2016","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","nobodyshot","nobodyshot"
"698","Tactical Craft Online","Feb 12, 2016","Free","N/A (N/A)","200,000 .. 500,000","00:07 (00:02)","Crematorium of Time","Crematorium of Time"
"757","Tower Unite","Apr 8, 2016","$14.99","N/A (N/A)","200,000 .. 500,000","02:29 (00:49)","PixelTail Games","PixelTail Games"
"763","Hyper Universe","Jan 17, 2018","N/A","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","CWave, Inc.","Nexon America Inc."
"765","Aberoth","Jul 17, 2015","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Jarbit, Castle art by Yuriy Gusev","Jarbit"
"766","New Frontier","Jul 25, 2019","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Free Reign Entertainment","Free Reign Entertainment"
"767","Combat Arms: Reloaded","Oct 31, 2018","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","VALOFE, NEXON","VALOFE"
"769","Deepworld","Apr 22, 2015","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Bytebin","Bytebin"
"770","Paintball War","Jun 1, 2018","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","ShadowWolf Games","ShadowWolf Games"
"796","The Four Kings Casino and Slots","Jun 1, 2015","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Digital Leisure Inc.","Digital Leisure Inc."
"798","Galactic Junk League","Jul 26, 2017","N/A","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Pixel Federation","Pixel Federation"
"799","Tiger Knight","Apr 30, 2018","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","NetDragon Websoft Inc.","NetDragon Websoft Inc."
"803","Champions of Regnum","Feb 27, 2013","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Nimble Giant Entertainment","Nimble Giant Entertainment"
"805","BattleStick","May 6, 2016","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Pinterac",""
"810","Darkwind: War on Wheels","Aug 22, 2014","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Psychic Software","Psychic Software"
"852","Puzzle Pirates","Aug 31, 2011","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Grey Havens, LLC","Grey Havens, LLC"
"857","龙魂时刻","Jun 27, 2017","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","",""
"905","Steambirds Alliance","Aug 22, 2019","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Spry Fox LLC","Spry Fox LLC"
"39","Dofus","Nov 15, 2016","Free","N/A (N/A/72%)","100,000 .. 200,000","00:00 (00:00)","Ankama Studio","Ankama Games"
"42","Heliborne","Oct 12, 2017","$19.99","N/A (N/A/71%)","100,000 .. 200,000","00:00 (00:00)","JetCat Games","Klabater"
"48","Allods Online","Jun 3, 2016","Free","N/A (N/A/69%)","100,000 .. 200,000","00:00 (00:00)","IT Territory","MY.GAMES"
"49","World of Warplanes","Sep 12, 2018","Free","N/A (N/A/69%)","100,000 .. 200,000","00:00 (00:00)","Wargaming Group Limited","Wargaming Group Limited"
"56","Ryzom","May 6, 2016","Free","N/A (N/A/64%)","100,000 .. 200,000","00:00 (00:00)","Winch Gate Property Limited","Winch Gate Property Limited"
"64","Shroud of the Avatar: Forsaken Virtues","Mar 27, 2018","Free","N/A (N/A/58%)","100,000 .. 200,000","00:00 (00:00)","Portalarium","Portalarium"
"67","Wild West Online","May 10, 2018","N/A","N/A (N/A/29%)","100,000 .. 200,000","00:00 (00:00)","WWO Partners Ltd","WWO Partners Ltd"
"86","Age of Cavemen","May 24, 2016","Free","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Fuero Games","Fuero Games"
"88","DemonsAreCrazy","Sep 12, 2019","Free","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Bigbug Studio","Bigbug Studio"
"94","Selfie : Sisters of the Amniotic Lens","May 8, 2015","N/A","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Rail Slave Games","KISS ltd"
"125","Gloria Victis","Jun 9, 2016","$19.99","N/A (N/A)","100,000 .. 200,000","00:54 (00:27)","Black Eye Games","Black Eye Games"
"131","Immune - True Survival","Dec 9, 2016","N/A","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","vidiludi games and entertainment","vidiludi games and entertainment"
"132","Trackmania Turbo","Mar 24, 2016","$39.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Nadeo","Ubisoft"
"136","The Ultimatest Battle","Sep 12, 2017","Free","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Ediogames","Ediogames"
"141","stein.world","Apr 23, 2019","Free","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","pg5-Studio","pg5-Studio"
"185","Heroes Evolved","Jan 2017","N/A","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Net Dragon","R2Games"
"189","War Rock","Feb 6, 2019","Free","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Dream Execution","Papaya Play"
"192","Phoenix Dynasty 2","Jun 8, 2018","Free","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Ntroy LTD","Ntroy LTD"
"196","Battle for the Galaxy","May 13, 2019","Free","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","AMT Games","AMT Games"
"225","Drift Streets Japan","Dec 21, 2015","$1.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","JDM4iK","JDM4iK"
"234","Midair","May 3, 2018","Free","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Archetype Studios","Archetype Studios"
"237","Impulse of War","Feb 24, 2017","Free","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Dmitry Medvedev","Dmitry Medvedev"
"238","Dream Of Mirror Online","Aug 14, 2015","Free","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","SoftStar","SubaGames"
"263","Worlds Adrift","May 24, 2017","N/A","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Bossa Studios","Bossa Studios"
"276","Prime World: Defenders 2","Nov 29, 2018","Free","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Nival","Nival"
"283","Gods and Idols","Dec 12, 2016","Free","N/A (N/A)","100,000 .. 200,000","00:28 (00:28)","Viking Tao","Viking Tao"
"287","Madness Cubed","May 12, 2016","$1.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","epic dreams, diman production, nobodyshot","diman production"
"290","CONFLICT OF NATIONS: WORLD WAR 3","Mar 15, 2018","Free","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Dorado Games","Dorado Games"
"291","Galaxy Control: 3D Strategy","Aug 10, 2016","Free","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","FX Games Media","FX Games Media"
"296","Legend of Dungeon: Masters","Nov 30, 2015","Free","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Robot Loves Kitty","Robot Loves Kitty"
"297","GRANADO ESPADA","Jul 10, 2007","Free","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","HANBITSOFT, INC., IMC GAMES CO.,LTD.","REDBANA CORPORATION"
"325","Operation: New Earth","Dec 14, 2016","Free","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Hunted Cow Studios","Hunted Cow Studios"
"327","Atom Universe","Dec 25, 2017","Free","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Atom Republic","Atom Republic"
"329","Jackpot Poker by PokerStars","Mar 20, 2017","Free","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","PokerStars Mobile Limited","PokerStars Mobile Limited"
"331","Zombieland","May 23, 2018","Free","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Cultura guru","Cultura guru"
"372","Hades' Star","Feb 27, 2019","Free","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Parallel Space Inc","Parallel Space Inc"
"373","Subspace Continuum","Jul 3, 2015","Free","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Virgin Interactive Entertainment, PriitK","Subspace Continuum"
"377","Golden Rush","Sep 23, 2015","N/A","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Forbes Consult Ltd","ELYLAND INVESTMENT COMPANY Ltd"
"388","Call of War","Oct 21, 2017","Free","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Bytro Labs GmbH","Bytro Labs GmbH"
"389","Angeldust","Nov 18, 2016","Free","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Frank Lucas","Metagaming B.V."
"394","Winning Putt: Golf Online","Oct 25, 2016","N/A","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","WEBZENONNET Co., Ltd.","BANDAI NAMCO Entertainment America"
"397","Crusaders of Light","Apr 20, 2017","Free","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Hong Kong Netease Interactive Entertainment Limited","Hong Kong Netease Interactive Entertainment Limited"
"438","RUSSIA BATTLEGROUNDS","Jul 13, 2018","$0.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Agafonoff","Agafonoff"
"453","Sphere III: Rage of the Devastator","Dec 2, 2015","Free","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","NIKITA ONLINE","NIKITA ONLINE"
"490","Super Animal Royale","Dec 12, 2018","$9.74","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Pixile","Pixile"
"498","Orake Classic","Jun 16, 2017","Free","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","PigLion Games","PigLion Games"
"503","Second Galaxy","Sep 11, 2019","Free","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Zilong Game Limited","Zilong Game Limited"
"507","MonteCrypto: The Bitcoin Enigma","Feb 20, 2018","$1.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Gem Rose Accent, Corentin Derbré","Gem Rose Accent"
"511","Path of War","Sep 12, 2016","Free","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Envision Entertainment","Envision Entertainment"
"537","Conqueror's Blade","May 30, 2019","Free","N/A (N/A)","100,000 .. 200,000","02:09 (00:43)","Booming Games","MY.GAMES"
"539","Hired Ops","Oct 21, 2016","Free","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Absolut Soft LLC","Absolut Soft LLC"
"540","Star Crusade CCG","Sep 7, 2016","Free","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","ZiMAD, Inc.","ZiMAD, Inc."
"546","Cards and Castles","Dec 18, 2015","Free","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Red Team Games","Red Team Games"
"547","LuckCatchers","Nov 15, 2016","Free","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","DiP Online","DiP Online"
"553","War Planet Online: Global Conquest","Dec 19, 2017","Free","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Gameloft","Gameloft"
"554","Soccer Manager","Feb 9, 2016","Free","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Soccer Manager Ltd","Soccer Manager Ltd"
"585","War Selection","Oct 8, 2019","Free","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Glyph Worlds","Glyph Worlds"
"591","Stash","Sep 7, 2017","Free","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Frogdice","Frogdice"
"648","Not My Car – Battle Royale","Apr 5, 2019","Free","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","NMC Studios","Skybound Games"
"652","Cereal Soup","Jun 2, 2018","Free","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Wild Arts LLC","Wild Arts LLC"
"653","Revelation Online","Feb 27, 2017","Free","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Netease Games","MY.GAMES"
"654","DK Online","Mar 5, 2019","Free","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Masangsoft","Masangsoft"
"661","Destiny of Ancient Kingdoms","Aug 29, 2016","Free","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Utopia Dream Entertainment Alliance (Pty) Ltd - South Africa","Utopia Dream Entertainment Alliance (Pty) Ltd - South Africa"
"690","Outlaws of the Old West","Mar 12, 2019","$13.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Virtual Basement LLC","Wandering Wizard"
"700","Karos Returns","Feb 2, 2017","N/A","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Galaxy Gate","RedFox Games"
"701","Crush Online","Oct 10, 2016","N/A","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Joy Impact","GAMES in FLAMES"
"702","UFO Online: Invasion","Jun 8, 2016","Free","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Bad Pixel","Bad Pixel"
"707","Lucent Heart","Feb 11, 2016","Free","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Playcoo","Suba Games"
"709","Aces High III","Aug 23, 2017","Free","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","HiTech Creations Inc.","HiTech Creations Inc."
"716","Killbot","Jul 10, 2016","$0.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","nobodyshot, diman production","diman production"
"762","Out of Reach","Jul 13, 2018","$14.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Space Boat Studios","Space Boat Studios"
"780","TDP5 Arena 3D","Sep 15, 2014","N/A","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Javelin OÜ","Javelin OÜ"
"800","Wild Terra Online","Dec 18, 2017","Free","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Juvty Worlds Ltd.","Juvty Worlds Ltd."
"801","Lords Mobile","Jun 2, 2019","Free","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","IGG SINGAPORE PTE. LTD.","IGG SINGAPORE PTE. LTD."
"808","Emporea: Realms of War and Magic","Jun 8, 2016","Free","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Pixel Federation","Pixel Federation"
"851","Maelstrom","Sep 20, 2019","Free","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Gunpowder Games, Inc.","Gunpowder Games, Inc."
"854","Rento Fortune: Online Dice Board Game (大富翁)","Jul 14, 2017","$4.99","N/A (N/A)","100,000 .. 200,000","00:01 (00:00)","LAN - GAMES LTD","LAN - GAMES LTD"
"856","KROSMAGA","Apr 12, 2017","Free","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Ankama Studio","Ankama Games"
"860","Fantasy Tales Online","May 5, 2016","Free","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Cold Tea Studio","NA"
"865","Choice Chamber","Jul 16, 2015","$9.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Studio Bean","Studio Bean"
"879","BattleSpace","Sep 27, 2013","N/A","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Funnel Inc.","Whybe Online"
"898","Naval Action","Jun 13, 2019","$19.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Game-Labs","Game-Labs"
"899","Citadel: Forged with Fire","Nov 1, 2019","$39.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Blue Isle Studios, Virtual Basement LLC","Blue Isle Publishing"
"906","Big Bang Empire","Aug 23, 2016","Free","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Playata GmbH","European Games Group AG"
"914","Red Stone Online","Apr 2015","N/A","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","L＆K CO., LTD","L＆K CO., LTD"
"21","iRacing","Jan 12, 2015","N/A","N/A (N/A/79%)","50,000 .. 100,000","00:00 (00:00)","iRacing.com Motorsport Simulations, iRacing","iRacing.com Motorsport Simulations, iRacing"
"35","Anarchy Online","Feb 22, 2017","Free","N/A (N/A/72%)","50,000 .. 100,000","00:00 (00:00)","Funcom","Funcom"
"61","SAGA","Mar 7, 2008","Free","N/A (N/A/61%)","50,000 .. 100,000","00:00 (00:00)","Silverlode Interactive, Wasatch Games","Silverlode Interactive"
"81","INTERSHELTER","Nov 20, 2016","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Eforb","Eforb"
"90","Urban Rivals","Oct 18, 2017","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Acute Games","Acute Games"
"129","ULTIMATE HARDBASS DEFENCE","Apr 12, 2019","$1.19","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Magnolia Art","Magnolia Art"
"134","Beasts of Bermuda","Dec 21, 2018","$19.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Sastrei Studios, LLC","Sastrei Studios, LLC"
"144","GunFleet","Feb 6, 2017","N/A","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Areo Gaming","Areo Gaming"
"146","4X-Galaxy 无主之地：银河","Dec 20, 2018","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Mercator","Mercator"
"149","High Fidelity","Nov 9, 2016","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","High Fidelity, Inc","High Fidelity, Inc"
"156","EVE Aether Wars - Tech Demo","Nov 7, 2019","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","CCP, Hadean","CCP"
"158","BeanVR—The Social VR APP","May 31, 2017","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Shenzhen BeanVR Technology Co.Ltd","Shenzhen BeanVR Technology Co.Ltd"
"177","武侠乂 The Swordsmen X","Jul 26, 2018","$24.99","N/A (N/A)","50,000 .. 100,000","00:10 (00:05)","上海杜昂网络科技有限公司","方块游戏(CubeGame)"
"183","Occupy White Walls","Nov 14, 2018","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","StikiPixels","StikiPixels"
"188","Therian Saga","Mar 27, 2017","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Virtys","Virtys"
"194","The Infinite Black","Oct 19, 2016","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Spellbook","www.Spellbook.com"
"232","The Repopulation","Dec 22, 2014","$19.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","IF Studios","IF Studios"
"235","HD Poker: Texas Hold'em","Sep 14, 2018","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Z4","Z4"
"242","Valgrave: Immortal Plains","Oct 11, 2019","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Edenic Era LLC","Edenic Era LLC"
"244","Space Wars: Interstellar Empires","Dec 8, 2017","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Desert Owl Games LLC","ToHeroes Game Studios LLC"
"254","Operation Breakout","Oct 28, 2016","$8.99","N/A (N/A)","50,000 .. 100,000","04:19 (01:26)","SGTTB_Studios, Phanom Games","SGTTB_Studios, Phanom Games"
"269","Fear The Wolves","Feb 6, 2019","$2.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Vostok Games","Focus Home Interactive"
"285","Deuterium Wars","Oct 10, 2019","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Disquire","Disquire"
"298","Ways of History","Sep 1, 2017","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Glyph Worlds","Glyph Worlds"
"300","Ragnarok RE:START","Jul 18, 2017","N/A","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Gravity Interactive","Gravity Interactive"
"301","Storm Riders","Apr 25, 2017","N/A","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Mokylin Tech. Co.,Ltd","101XP"
"307","Son Korsan","Jun 27, 2017","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Consala Games","Consala Games"
"326","Luna Online: Reborn","Oct 17, 2017","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Funtime","Subagames"
"328","9Dragons","Feb 14, 2017","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","JoongWon Games","RedFox Games"
"332","TwelveSky 2 Classic","Jan 27, 2017","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","SG Data","RedFox Games"
"375","Gangs of Space","Aug 10, 2017","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Little Big MMO","Little Big MMO"
"393","Wave Beta","Apr 12, 2017","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","WaveVR, Inc.","WaveVR, Inc."
"398","NAVYFIELD","Aug 18, 2006","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","SDEnterNET","Naiadgames"
