game,release_date,price,metascore,owners,avg_playtime,median_playtime,developers,publishers,trending
Return to Castle Wolfenstein,2007-08-03,4.99,88,"500,000 .. 1,000,000",11,3,Gray Matter Studios,Bethesda-Softworks,NA
DOOM 3,2007-08-03,4.99,87,"500,000 .. 1,000,000",0,0,id Software,id Software,NA
DOOM II,2007-08-03,4.99,83,"500,000 .. 1,000,000",0,0,id Software,id Software,NA
Ultimate Doom,2007-08-03,4.99,NA,"500,000 .. 1,000,000",4,1,id Software,id Software,NA
Final DOOM,2007-08-03,4.99,NA,"500,000 .. 1,000,000",0,0,id Software,id Software,NA
Master Levels for Doom II,2007-08-03,14.99,NA,"500,000 .. 1,000,000",0,0,id Software,id Software,NA
QUAKE III: Team Arena,2007-08-03,14.99,69,"200,000 .. 500,000",0,0,id Software,id Software,NA
QUAKE II,2007-08-03,4.99,NA,"200,000 .. 500,000",1,0,id Software,id Software,NA
Spear of Destiny,2007-08-03,2.99,NA,"200,000 .. 500,000",0,0,id Software,id Software,NA
HeXen: Deathkings of the Dark Citadel,2007-08-03,4.99,NA,"200,000 .. 500,000",0,0,Raven Software,id Software,NA
Quake III Arena,2007-08-03,14.99,NA,"200,000 .. 500,000",0,0,id Software,id Software,NA
QUAKE II Mission Pack: The Reckoning,2007-08-03,2.99,NA,"200,000 .. 500,000",0,0,Xatrix Entertainment,id Software,NA
Heretic: Shadow of the Serpent Riders,2007-08-03,4.99,NA,"200,000 .. 500,000",0,0,Raven Software,id Software,NA
HeXen II,2007-08-03,4.99,NA,"200,000 .. 500,000",0,0,Raven Software,id Software,NA
Wolfenstein 3D,2007-08-03,4.99,NA,"200,000 .. 500,000",0,0,id Software,Bethesda-Softworks,NA
QUAKE Mission Pack 2: Dissolution of Eternity,2007-08-03,2.99,NA,"200,000 .. 500,000",0,0,Rogue Entertainment,id Software,NA
QUAKE II Mission Pack: Ground Zero,2007-08-03,2.99,NA,"200,000 .. 500,000",0,0,Rogue Entertainment,id Software,NA
Commander Keen,2007-08-03,4.99,NA,"200,000 .. 500,000",0,0,id Software,id Software,NA
QUAKE Mission Pack 1: Scourge of Armagon,2007-08-03,2.99,NA,"100,000 .. 200,000",0,0,Ritual Entertainment,id Software,NA
Venture Arctic,2007-08-03,1.99,NA,"0 .. 20,000",0,0,Pocketwatch Games,Pocketwatch Games,NA
Prison Tycoon 3: Lockdown,2007-08-01,9.99,NA,"20,000 .. 50,000",0,0,"Gamebryo, Virtual Playground","ValuSoft, Retroism",NA
Civilization IV: Beyond the Sword,2007-07-24,9.99,86,"1,000,000 .. 2,000,000",0,0,Firaxis Games,2K,NA
Gish,2007-07-20,9.99,80,"200,000 .. 500,000",4,2,Cryptic Sea,Chronic Logic,NA
ThreadSpace: Hyperbol,2007-07-12,4.99,NA,"20,000 .. 50,000",0,0,Iocaine Studios,Atari,NA
GRANADO ESPADA,2007-07-10,0,NA,"100,000 .. 200,000",0,0,"HANBITSOFT, INC., IMC GAMES CO.,LTD.",REDBANA CORPORATION,NA
Mayhem Intergalactic,2007-07-04,9.99,NA,"0 .. 20,000",0,0,Inventive Dingo,Inventive Dingo,NA
Ride! Carnival Tycoon,2007-07-02,9.99,NA,"20,000 .. 50,000",0,0,Gabriel Entertainment,"ValuSoft, Retroism",NA
Nancy Drew: The White Wolf of Icicle Creek,2007-07-01,6.99,73,"20,000 .. 50,000",0,0,HeR Interactive,HeR Interactive,NA
Vigil: Blood Bitterness,2007-06-29,0,61,"50,000 .. 100,000",0,0,Freegamer,NA,NA
Lost Planet: Extreme Condition,2007-06-26,14.99,66,"200,000 .. 500,000",0,0,"CAPCOM Co., Ltd.",Capcom,NA
Venice Deluxe,2007-06-25,4.99,NA,"20,000 .. 50,000",0,0,"Retro64, Inc.","PopCap Games, Inc.",NA
RACE: Caterham Expansion,2007-06-22,4.99,NA,"0 .. 20,000",0,0,SimBin,SimBin,NA
Geometry Wars: Retro Evolved,2007-06-18,3.99,76,"100,000 .. 200,000",0,0,Bizarre Creations,Activision,NA
Tomb Raider: Anniversary,2007-06-05,0.98,83,"1,000,000 .. 2,000,000",17,5,Crystal Dynamics,Square Enix,NA
RIP - Trilogy,2007-06-01,4.99,NA,"100,000 .. 200,000",0,0,Elephant Games,NA,NA
Teeworlds,2007-05-27,0,NA,"1,000,000 .. 2,000,000",37,12,Teeworlds Team,Teeworlds Team,NA
Hard Truck Apocalypse: Arcade / Ex Machina: Arcade,2007-05-24,4.99,NA,"20,000 .. 50,000",0,0,Targem Games,Buka Entertainment,NA
The Guild II - Pirates of the European Seas,2007-05-18,9.99,63,"200,000 .. 500,000",0,0,4HEAD Studios,THQ Nordic,NA
Ankh 2: Heart of Osiris,2007-05-18,4.99,NA,"20,000 .. 50,000",0,0,Deck 13,Strategy First,NA
Miss Popularity,2007-05-14,6.99,NA,"0 .. 20,000",0,0,dtp – young entertainment Gmbh & Co. KG,"ValuSoft, Retroism",NA
Parkan 2,2007-05-11,3.99,NA,"50,000 .. 100,000",0,0,Nikita,1C Entertainment,NA
Aggression: Europe Under Fire,2007-05-10,9.99,NA,"20,000 .. 50,000",0,0,Lesta Studio,Buka Entertainment,NA
Sam & Max 106: Bright Side of the Moon,2007-04-26,19.99,NA,"0 .. 20,000",0,0,Telltale Games,Telltale Games,NA
Ohmicide,2007-04-13,124.99,NA,"0 .. 20,000",0,0,Ohm Force,Ohm Force,NA
Arx Fatalis,2007-04-03,4.99,77,"200,000 .. 500,000",0,0,Arkane Studios,Arkane Studios,NA
Wildlife Park 2 - Crazy Zoo,2007-03-30,3.99,NA,"20,000 .. 50,000",0,0,b-alive gmbh,b-alive gmbh,NA
Sam & Max 105: Reality 2.0,2007-03-29,19.99,NA,"0 .. 20,000",0,0,Telltale Games,Telltale Games,NA
Vampire: The Masquerade - Bloodlines,2007-03-22,19.99,80,"500,000 .. 1,000,000",1,0,Troika Games,Activision,NA
S.T.A.L.K.E.R.: Shadow of Chernobyl,2007-03-20,19.99,82,"1,000,000 .. 2,000,000",0,0,GSC Game World,GSC Game World,NA
Silverfall,2007-03-20,9.99,62,"20,000 .. 50,000",0,0,Monte Cristo,Focus Home Interactive,NA
Platypus II,2007-03-17,6.99,NA,"200,000 .. 500,000",0,0,Idigicon,KISS ltd,NA
Hide and Secret Treasure of the Ages,2007-03-15,2.99,NA,"20,000 .. 50,000",0,0,Anarchy Enterprises,Anarchy Enterprises,NA
Making History: The Calm & the Storm,2007-03-13,4.99,70,"50,000 .. 100,000",0,0,Muzzy Lane,Strategy First,NA
"Runaway, The Dream of The Turtle",2007-03-12,9.99,NA,"50,000 .. 100,000",0,0,Pendulo Studios,Focus Home Interactive,NA
Peggle Deluxe,2007-03-06,4.99,NA,"200,000 .. 500,000",0,0,"PopCap Games, Inc.","PopCap Games, Inc.",NA
Jade Empire: Special Edition,2007-02-27,14.99,81,"200,000 .. 500,000",0,0,BioWare Corporation,"BioWare Corporation, Electronic Arts",NA
Sam & Max 104: Abe Lincoln Must Die!,2007-02-22,19.99,NA,"500,000 .. 1,000,000",0,0,Telltale Games,Telltale Games,NA
Bullet Candy,2007-02-14,3.99,NA,"50,000 .. 100,000",0,0,R C Knight,Codemasters,NA
Battlestations: Midway,2007-01-30,0.97,76,"200,000 .. 500,000",0,0,Eidos Interactive,Square Enix,NA
Ascension to the Throne,2007-01-26,2.99,NA,"20,000 .. 50,000",0,0,DVS,1C Entertainment,NA
"Sam & Max 103: The Mole, the Mob and the Meatball",2007-01-25,19.99,NA,"0 .. 20,000",0,0,Telltale Games,Telltale Games,NA
Painkiller: Black Edition,2007-01-24,9.99,NA,"200,000 .. 500,000",0,0,People Can Fly,THQ Nordic,NA
SPORE,2008-12-19,19.99,84,"2,000,000 .. 5,000,000",478,319,Maxis™,Electronic Arts,NA
Mass Effect,2008-12-19,19.99,89,"1,000,000 .. 2,000,000",0,0,BioWare,Electronic Arts,NA
SPORE Creepy & Cute Parts Pack,2008-12-19,19.99,NA,"500,000 .. 1,000,000",0,0,Maxis™,Electronic Arts,NA
Need for Speed Undercover,2008-12-19,9.99,65,"200,000 .. 500,000",0,0,EA Black Box,Electronic Arts,NA
Strong Bad's Cool Game for Attractive People: Season 1,2008-12-18,19.99,82,"100,000 .. 200,000",0,0,Telltale Games,Telltale Games,NA
Penguins Arena: Sedna's World,2008-12-18,5.99,NA,"100,000 .. 200,000",0,0,Frogames,Frogames,NA
Europa Universalis: Rome - Gold Edition,2008-12-18,9.99,79,"50,000 .. 100,000",0,0,Paradox Development Studio,Paradox Interactive,NA
MiniOne Racing,2008-12-16,4.99,NA,"0 .. 20,000",0,0,Frogames,Frogames,NA
Aquaria,2008-12-15,9.99,82,"200,000 .. 500,000",0,0,"Bit Blot, LLC","Bit Blot, LLC",NA
Luxor: Quest for the Afterlife,2008-12-15,9.99,NA,"0 .. 20,000",0,0,MumboJumbo,MumboJumbo,NA
Paws and Claws: Pampered Pets,2008-12-15,6.99,NA,"0 .. 20,000",0,0,dtp – young entertainment Gmbh & Co. KG,"ValuSoft, Retroism",NA
Crazy Machines,2008-12-12,9.99,78,"50,000 .. 100,000",0,0,Fakt Software,Viva Media,NA
Crazy Machines 1.5,2008-12-12,9.99,78,"0 .. 20,000",0,0,Fakt Software,Viva Media,NA
Prince of Persia,2008-12-10,9.99,82,"200,000 .. 500,000",0,0,Ubisoft Montreal,Ubisoft,NA
Defense Grid: The Awakening,2008-12-08,9.99,81,"500,000 .. 1,000,000",0,0,Hidden Path Entertainment,Hidden Path Entertainment,NA
Dimensity,2008-12-08,9.99,NA,"0 .. 20,000",0,0,Dagger Games,Strategy First,NA
Iron Grip: Warlord,2008-12-05,NA,59,"100,000 .. 200,000",0,0,ISOTX,ISOTX,NA
Grand Theft Auto IV,2008-12-02,19.99,90,"5,000,000 .. 10,000,000",2887,2843,"Rockstar North, Rockstar Toronto",Rockstar Games,NA
A Vampyre Story,2008-12-02,19.99,75,"50,000 .. 100,000",0,0,Autumn Moon,Strategy First,NA
Legendary,2008-12-01,1.99,50,"200,000 .. 500,000",0,0,Spark Unlimited,SouthPeak Games,NA
Imperium Romanum Gold Edition,2008-11-25,9.99,63,"100,000 .. 200,000",0,0,Haemimont Games,Kalypso Media Digital,NA
Tomb Raider: Underworld,2008-11-21,0.98,80,"1,000,000 .. 2,000,000",5,1,Crystal Dynamics,Square Enix,NA
Prince of Persia: The Sands of Time,2008-11-21,9.99,89,"200,000 .. 500,000",0,0,Kudosoft,Ubisoft,NA
Prince of Persia: The Two Thrones,2008-11-21,9.99,85,"200,000 .. 500,000",0,0,Ubisoft Montreal,Ubisoft,NA
Prince of Persia: Warrior Within,2008-11-21,9.99,83,"200,000 .. 500,000",0,0,Ubisoft,Ubisoft,NA
Gems,2008-11-21,4.99,NA,"0 .. 20,000",0,0,baKno Games,baKno Games,NA
Mosby's Confederacy,2008-11-19,9.99,NA,"0 .. 20,000",0,0,"Tilted Mill Entertainment, Inc.","Tilted Mill Entertainment, Inc.",NA
Call of Duty: World at War,2008-11-18,19.99,83,"2,000,000 .. 5,000,000",63,27,Treyarch,Activision,NA
Bejeweled Twist,2008-11-18,4.99,78,"50,000 .. 100,000",0,0,"PopCap Games, Inc.","PopCap Games, Inc.",NA
Disney Bolt,2008-11-18,19.99,NA,"0 .. 20,000",0,0,Avalanche Software,Disney,NA
Left 4 Dead,2008-11-17,9.99,89,"5,000,000 .. 10,000,000",0,0,Valve,Valve,NA
The Royal Marines Commando,2008-11-15,4.99,NA,"0 .. 20,000",0,0,City Interactive S.A.,City Interactive S.A.,NA
7 Wonders: Treasures of Seven,2008-11-14,9.99,NA,"20,000 .. 50,000",0,0,MumboJumbo,MumboJumbo,NA
Pyroblazer,2008-11-13,4.99,NA,"0 .. 20,000",0,0,Eipix,Candella Systems Ltd,NA
"Precipice of Darkness, Episode Two",2008-11-07,7.99,NA,"200,000 .. 500,000",0,0,Hothead Games,Hothead Games,NA
Silent Hill Homecoming,2008-11-06,39.99,64,"100,000 .. 200,000",0,0,Double Helix Games,"Konami Digital Entertainment, Inc., Konami Digital Entertainement GmbH",NA
Mr. Robot,2008-11-03,7.99,83,"20,000 .. 50,000",0,0,Moonpod,Moonpod,NA
Margot's Word Brain,2008-11-03,2.99,NA,"20,000 .. 50,000",0,0,Slam Productions Ltd,Funbox Media Ltd,NA
Starscape,2008-11-03,7.99,NA,"0 .. 20,000",0,0,Moonpod,Moonpod,NA
Geneforge 5: Overthrow,2008-11-01,19.99,NA,"100,000 .. 200,000",0,0,Spiderweb Software,Spiderweb Software,NA
Samantha Swift and the Hidden Roses of Athena,2008-10-31,9.99,NA,"20,000 .. 50,000",0,0,MumboJumbo,MumboJumbo,NA
Fallout 3,2008-10-28,9.99,91,"500,000 .. 1,000,000",49,31,Bethesda Game Studios,Bethesda Softworks,NA
Exodus from the Earth,2008-10-24,14.99,NA,"20,000 .. 50,000",0,0,Parallax Arts Studio,Strategy First,NA
Space Trader: Merchant Marine,2008-10-23,4.99,NA,"200,000 .. 500,000",0,0,Meridian4,Meridian4,NA
Far Cry 2: Fortune's Edition,2008-10-22,9.99,85,"1,000,000 .. 2,000,000",0,0,Ubisoft Montreal,Ubisoft,NA
Bully: Scholarship Edition,2008-10-21,14.99,72,"1,000,000 .. 2,000,000",0,0,Rockstar New England,Rockstar Games,NA
Galactic Bowling,2008-10-21,19.99,NA,"0 .. 20,000",0,0,Perpetual FX Creative,Perpetual FX Creative,NA
Spectraball,2008-10-20,4.99,NA,"50,000 .. 100,000",0,0,Shorebound Studios,Shorebound Studios,NA
Townopolis,2008-10-19,3.99,NA,"20,000 .. 50,000",0,0,Lonely Troops,Lonely Troops,NA
X3: Terran Conflict,2008-10-16,15.99,73,"500,000 .. 1,000,000",0,0,Egosoft,Egosoft,NA
Peggle Nights,2008-10-15,4.99,76,"100,000 .. 200,000",0,0,"PopCap Games, Inc.","PopCap Games, Inc.",NA
World of Goo,2008-10-13,14.99,90,"1,000,000 .. 2,000,000",0,0,2D BOY,2D BOY,NA
Brothers in Arms: Earned in Blood,2008-10-10,9.99,84,"100,000 .. 200,000",0,0,Gearbox Software,Ubisoft,NA
The Sum of All Fears,2008-10-10,9.99,72,"0 .. 20,000",0,0,Red Storm Entertainment,Ubisoft,NA
Brain Spa,2008-10-10,9.99,NA,"0 .. 20,000",0,0,Ubisoft,Ubisoft,NA
Brothers in Arms: Hell's Highway,2008-10-08,9.99,79,"100,000 .. 200,000",0,0,Gearbox Software,Ubisoft,NA
Xpand Rally Xtreme,2008-10-08,4.99,NA,"20,000 .. 50,000",0,0,Techland,Techland,NA
Zombie Panic! Source,2008-10-03,0,NA,"500,000 .. 1,000,000",0,0,Zombie Panic! Team,Zombie Panic! Team,NA
Project Aftermath,2008-10-03,NA,NA,"0 .. 20,000",0,0,Games Faction,Games Faction,NA
Hinterland,2008-09-30,9.99,65,"50,000 .. 100,000",0,0,"Tilted Mill Entertainment, Inc.","Tilted Mill Entertainment, Inc.",NA
Gravitron 2,2008-09-30,4.99,NA,"0 .. 20,000",0,0,Dark Castle Software,Dark Castle Software,NA
LEGO Batman: The Videogame,2008-09-29,19.99,80,"200,000 .. 500,000",0,0,Traveller's Tales,Warner Bros. Interactive Entertainment,NA
City Life 2008,2008-09-29,9.99,NA,"20,000 .. 50,000",0,0,Monte Cristo,Focus Home Interactive,NA
Tom Clancy's Rainbow Six 3 Gold,2008-09-25,9.99,85,"200,000 .. 500,000",0,0,"Red Storm Entertainment, Ubisoft Montreal",Ubisoft,NA
Guild Wars Trilogy,2008-09-25,29.99,NA,"0 .. 20,000",0,0,ArenaNet®,NCsoft,NA
Sid Meier's Civilization IV: Colonization,2008-09-23,19.99,83,"1,000,000 .. 2,000,000",0,0,Firaxis Games,2K,NA
Children of the Nile: Alexandria,2008-09-22,2.49,NA,"20,000 .. 50,000",0,0,"Tilted Mill Entertainment, Inc.","Tilted Mill Entertainment, Inc.",NA
The Witcher: Enhanced Edition Director's Cut,2008-09-19,9.99,86,"2,000,000 .. 5,000,000",40,26,CD PROJEKT RED,"CD PROJEKT RED, 1C-SoftClub",NA
Multiwinia,2008-09-19,9.99,76,"500,000 .. 1,000,000",0,0,Introversion Software,Introversion Software,NA
Planet Alcatraz 2,2008-09-19,4.99,NA,"0 .. 20,000",0,0,1C Company,1C Company,NA
Crysis,2008-09-17,19.99,91,"1,000,000 .. 2,000,000",0,0,Crytek,Electronic Arts,NA
Crysis Warhead,2008-09-17,19.99,84,"1,000,000 .. 2,000,000",0,0,Crytek,Electronic Arts,NA
Mount & Blade,2008-09-16,9.99,72,"1,000,000 .. 2,000,000",0,0,TaleWorlds Entertainment,TaleWorlds Entertainment,NA
The Wizard's Pen,2008-09-16,4.99,NA,"20,000 .. 50,000",0,0,"PopCap Games, Inc.","PopCap Games, Inc.",NA
S.T.A.L.K.E.R.: Clear Sky,2008-09-15,9.99,75,"500,000 .. 1,000,000",0,0,GSC Game World,GSC World Publishing,NA
X-COM: UFO Defense,2008-09-04,4.99,NA,"1,000,000 .. 2,000,000",0,0,"MicroProse Software, Inc",2K,NA
X-COM: Enforcer,2008-09-04,4.99,65,"500,000 .. 1,000,000",0,0,"MicroProse Software, Inc",2K,NA
X-COM: Apocalypse,2008-09-04,4.99,NA,"500,000 .. 1,000,000",0,0,"MicroProse Software, Inc",2K,NA
X-COM: Interceptor,2008-09-04,4.99,NA,"500,000 .. 1,000,000",0,0,"MicroProse Software, Inc",2K,NA
Wizard101,2008-09-02,0,NA,"200,000 .. 500,000",0,0,KingsIsle Entertainment,KingsIsle Entertainment,NA
Zezenia Online,2008-09-01,0,NA,"50,000 .. 100,000",0,0,"rojekti, Saucer Software",rojekti,NA
Oddworld: Abe's Oddysee,2008-08-28,2.99,NA,"5,000,000 .. 10,000,000",0,0,Oddworld Inhabitants,Oddworld Inhabitants,NA
Oddworld: Abe's Exoddus,2008-08-28,2.99,NA,"200,000 .. 500,000",0,0,Oddworld Inhabitants,Oddworld Inhabitants,NA
Farm Frenzy 2,2008-08-27,4.99,NA,"0 .. 20,000",0,0,Alawar,iWin,NA
FlatOut: Ultimate Carnage,2008-08-26,19.99,79,"200,000 .. 500,000",0,0,Bugbear Entertainment,Strategy First,NA
Tank Universal,2008-08-21,4.99,NA,"100,000 .. 200,000",0,0,Dialogue Design,Meridian4,NA
Kingdom Elemental,2008-08-21,3.99,NA,"0 .. 20,000",0,0,"Scott Thunelius, Chronic Logic, Tony Porter",Chronic Logic,NA
Pacific Storm Allies,2008-08-18,7.99,60,"50,000 .. 100,000",0,0,Lesta Studio,Buka Entertainment,NA
Bionic Commando: Rearmed,2008-08-14,9.99,86,"200,000 .. 500,000",0,0,Capcom,Capcom,NA
Beijing 2008 - The Official Video Game of the Olympic Games,2008-08-14,NA,NA,"0 .. 20,000",0,0,Eurocom,SEGA,NA
FATE: Undiscovered Realms,2008-08-08,7.99,NA,"20,000 .. 50,000",0,0,WildTangent,WildTangent,NA
Sherlock Holmes - Nemesis,2008-08-07,9.99,71,"100,000 .. 200,000",0,0,Frogwares,Frogwares,NA
Dracula Origin,2008-08-07,9.99,70,"20,000 .. 50,000",0,0,Frogwares,Frogwares,NA
Eternity's Child,2008-07-31,4.99,NA,"0 .. 20,000",0,0,"Luc Bernard, SilverSphereStudios",Silver Sphere Studios,NA
Making History: The Calm and the Storm Gold Edition,2008-07-30,4.99,NA,"0 .. 20,000",0,0,Muzzy Lane Software,Factus Games,NA
Mahjongg Investigations: Under Suspicion,2008-07-29,9.99,NA,"20,000 .. 50,000",0,0,Zemnott,"ValuSoft, Retroism",NA
Midnight Outlaw: 6 Hours to SunUp,2008-07-29,9.99,NA,"20,000 .. 50,000",0,0,"Merscom, Babylon","ValuSoft, Retroism",NA
Dr. Daisy Pet Vet,2008-07-29,9.99,NA,"20,000 .. 50,000",0,0,Zemnott,ValuSoft,NA
Sprint Cars Road to Knoxville,2008-07-29,9.99,NA,"20,000 .. 50,000",0,0,BigAnt Studios,"ValuSoft, Retroism",NA
Ride! Carnival Tycoon,2008-07-29,9.99,NA,"20,000 .. 50,000",0,0,Gabriel Entertainment,"ValuSoft, Retroism",NA
Hot Dish,2008-07-29,9.99,NA,"20,000 .. 50,000",0,0,Zemnott,ValuSoft,NA
Art of Murder - FBI Confidential,2008-07-29,4.99,NA,"20,000 .. 50,000",0,0,City Interactive S.A.,City Interactive S.A.,NA
Discovery! A Seek and Find Adventure,2008-07-29,9.99,NA,"0 .. 20,000",0,0,MumboJumbo,MumboJumbo,NA
Empires Mod,2008-07-28,0,NA,"200,000 .. 500,000",0,0,Empires,Empires,NA
Hunting Unlimited 2009,2008-07-22,9.99,NA,"0 .. 20,000",0,0,SCS Software,Ziggurat Interactive,NA
Silverfall: Earth Awakening,2008-07-18,9.99,NA,"20,000 .. 50,000",0,0,Monte Cristo,Focus Home Interactive,NA
Tom Clancy's Ghost Recon Desert Siege,2008-07-15,4.99,82,"100,000 .. 200,000",0,0,Red Storm Entertainment,Ubisoft,NA
Tom Clancy's Ghost Recon,2008-07-15,9.99,80,"100,000 .. 200,000",0,0,Red Storm Entertainment,Ubisoft,NA
Tom Clancy's Ghost Recon Island Thunder,2008-07-15,4.99,82,"50,000 .. 100,000",0,0,Red Storm Entertainment,Ubisoft,NA
Ringies,2008-07-15,3.99,NA,"0 .. 20,000",0,0,Mini IT,Mini IT,NA
Sacred Gold,2008-07-09,9.99,74,"200,000 .. 500,000",0,0,Ascaron Entertainment ltd.,Strategy First,NA
Children of the Nile: Enhanced Edition,2008-07-08,7.99,75,"50,000 .. 100,000",0,0,"Tilted Mill Entertainment, Inc.","Tilted Mill Entertainment, Inc.",NA
Insecticide Part 1,2008-07-01,0.99,65,"100,000 .. 200,000",0,0,Crackpot Entertainment,Missing Link Games,NA
Planet Busters,2008-06-30,9.99,NA,"0 .. 20,000",0,0,Slam,Slam,NA
Jack Keane,2008-06-27,9.99,69,"20,000 .. 50,000",0,0,Deck13,Deck13,NA
Pacific Storm,2008-06-24,7.99,67,"50,000 .. 100,000",0,0,"Buka Entertainment, Lesta Studio",Buka Entertainment,NA
Crazy Machines 2,2008-06-20,9.99,72,"100,000 .. 200,000",0,0,Fakt Software,Viva Media,NA
IL-2 Sturmovik: 1946,2008-06-13,9.99,86,"200,000 .. 500,000",84,28,1C: Maddox Games,1C Entertainment,NA
Silent Hunter III,2008-06-13,9.99,90,"100,000 .. 200,000",0,0,Ubisoft,Ubisoft,NA
Silent Hunter: Wolves of the Pacific,2008-06-13,9.99,79,"50,000 .. 100,000",0,0,Ubisoft Romania,Ubisoft,NA
Silent Hunter: Wolves of the Pacific U-Boat Missions,2008-06-13,9.99,NA,"50,000 .. 100,000",0,0,Ubisoft Romania,Ubisoft,NA
Rayman Raving Rabbids,2008-06-13,9.99,58,"20,000 .. 50,000",0,0,"Ubisoft Bulgaria, Ubisoft Montpellier",Ubisoft,NA
Petz Horsez 2,2008-06-13,9.99,NA,"0 .. 20,000",0,0,Ubisoft,Ubisoft,NA
Luxor 2,2008-06-10,9.99,NA,"20,000 .. 50,000",0,0,MumboJumbo,MumboJumbo,NA
Little Farm,2008-06-10,9.99,NA,"20,000 .. 50,000",0,0,MumboJumbo,MumboJumbo,NA
7 Wonders II,2008-06-10,9.99,NA,"20,000 .. 50,000",0,0,MumboJumbo,MumboJumbo,NA
Luxor 3,2008-06-10,9.99,NA,"20,000 .. 50,000",0,0,MumboJumbo,MumboJumbo,NA
Luxor Amun Rising,2008-06-10,9.99,NA,"0 .. 20,000",0,0,MumboJumbo,MumboJumbo,NA
Luxor,2008-06-10,9.99,NA,"0 .. 20,000",0,0,MumboJumbo,MumboJumbo,NA
Mystery P.I. - The Vegas Heist,2008-06-05,4.99,NA,"20,000 .. 50,000",0,0,SpinTop Games,"PopCap Games, Inc.",NA
Monsters' Den: Book of Dread,2008-06-01,4.99,NA,"0 .. 20,000",0,0,Monstrum,Monstrum,NA
Trials 2: Second Edition,2008-05-28,9.99,NA,"50,000 .. 100,000",0,0,Redlynx,RedLynx Ltd.,NA
Virtual Villagers - The Secret City,2008-05-28,9.99,NA,"0 .. 20,000",0,0,Last Day of Work,Last Day of Work,NA
Chaos Theory,2008-05-22,2.99,NA,"0 .. 20,000",0,0,blurredVision,blurredVision,NA
"Precipice of Darkness, Episode One",2008-05-21,7.99,NA,"200,000 .. 500,000",0,0,Hothead Games,Hothead Games,NA
Gumboy Tournament,2008-05-19,2.99,NA,"50,000 .. 100,000",0,0,"CINEMAX, s.r.o.","CINEMAX, s.r.o.",NA
Sam & Max 201: Ice Station Santa,2008-05-16,NA,82,"20,000 .. 50,000",0,0,Telltale Games,Telltale Games,NA
Sam & Max: Season Two,2008-05-16,19.99,82,"0 .. 20,000",0,0,Telltale Games,Telltale Games,NA
Sam & Max 202: Moai Better Blues,2008-05-16,NA,80,"0 .. 20,000",0,0,Telltale Games,Telltale Games,NA
Beyond Good and Evil,2008-05-13,9.99,83,"200,000 .. 500,000",0,0,Ubisoft,Ubisoft,NA
Heroes of Might & Magic V,2008-05-13,9.99,77,"200,000 .. 500,000",0,0,Nival,Ubisoft,NA
Brothers in Arms: Road to Hill 30,2008-05-13,9.99,87,"100,000 .. 200,000",0,0,Gearbox Software,Ubisoft,NA
Tom Clancy's Rainbow Six Lockdown,2008-05-13,9.99,59,"100,000 .. 200,000",0,0,Red Storm Entertainment,Ubisoft,NA
Cold Fear,2008-05-13,9.99,66,"20,000 .. 50,000",0,0,Darkworks,Ubisoft,NA
Empire of the Gods,2008-05-13,1.99,NA,"0 .. 20,000",0,0,Lonely Troops,Lonely Troops,NA
Virtual Villagers: The Lost Children,2008-05-12,9.99,NA,"0 .. 20,000",0,0,Last Day of Work,Last Day of Work,NA
Fish Tycoon,2008-05-12,9.99,NA,"0 .. 20,000",0,0,Last Day of Work,Last Day of Work,NA
Everyday Shooter,2008-05-08,9.99,77,"20,000 .. 50,000",0,0,Queasy Games,NA,NA
Nodiatis,2008-05-08,0,NA,"20,000 .. 50,000",0,0,"Glitchless, LLC","Glitchless, LLC",NA
Build-A-Lot 2: Town of the Year,2008-04-29,9.99,NA,"0 .. 20,000",0,0,Hip Soft,iWin,NA
LUMINES Advance Pack,2008-04-18,NA,NA,"0 .. 20,000",0,0,Q Entertainment Inc.,Q Entertainment Inc.,NA
TrackMania Nations Forever,2008-04-16,0,NA,"2,000,000 .. 5,000,000",0,0,Nadeo,Ubisoft,NA
Tom Clancy's Rainbow Six Vegas 2,2008-04-16,9.99,78,"500,000 .. 1,000,000",0,0,Ubisoft Montreal,Ubisoft,NA
Trackmania United Forever,2008-04-16,29.99,80,"100,000 .. 200,000",0,0,Nadeo,Ubisoft,NA
Sam & Max 205: What's New Beelzebub?,2008-04-11,19.99,NA,"0 .. 20,000",0,0,Telltale Games,Telltale Games,NA
Sledgehammer / Gear Grinder,2008-04-10,7.99,NA,"20,000 .. 50,000",0,0,Targem Games,Buka Entertainment,NA
